,city,state,zip_code,latitude,longitude
929,Cortland,NY,13045,42.6,-76.2
930,Cortland,OH,44410,41.3,-80.8
931,Corvallis,OR,97330,44.6,-123.3
932,Corydon,IN,47112,38.2,-86.1
933,Coshocton,OH,43812,40.3,-81.9
934,Cottage Grove,MN,55016,44.8,-92.9
935,Cottage Grove,OR,97424,43.8,-123.0
936,Cottonwood,AZ,86326,34.7,-112.0
937,Council Bluffs,IA,51501,41.2,-95.8
938,Council Bluffs,IA,51501,41.3,-95.9
939,Country Club Hills,IL,60478,41.6,-87.7
940,Coventry,RI,2816,41.7,-71.6
941,Covina,CA,91722,34.1,-117.9
942,Covington,GA,30014,33.6,-83.8
943,Covington,GA,30016,33.6,-84.0
944,Covington,LA,70433,30.4,-90.1
945,Covington,LA,70433,30.5,-90.1
946,Covington,TN,38019,35.5,-89.7
947,Covington,VA,24426,37.8,-80.0
948,Covington,WA,98042,47.4,-122.1
949,Coweta,OK,74429,36.0,-95.7
950,Craig,CO,81625,40.5,-107.6
951,Cranberry,PA,16319,41.3,-79.7
952,Cranberry Township,PA,16066,40.7,-80.1
953,Cranston,RI,2921,41.8,-71.5
954,Crawfordsville,IN,47933,40.0,-86.9
955,Crawfordville,FL,32327,30.2,-84.4
956,Crescent City,CA,95531,41.8,-124.2
957,Creston,IA,50801,41.0,-94.4
958,Crestview,FL,32536,30.7,-86.6
959,Crestwood,IL,60445,41.6,-87.7
960,Crestwood,KY,40014,38.3,-85.5
961,Crete,NE,68333,40.6,-96.9
962,Crockett,TX,75835,31.3,-95.4
963,Cromwell,CT,6416,41.6,-72.7
964,Crookston,MN,56716,47.8,-96.6
965,Crosby,TX,77532,29.9,-95.1
966,Cross Lanes,WV,25313,38.4,-81.8
967,Cross Roads,TX,76227,33.2,-97.0
968,Crossett,AR,71635,33.1,-91.9
969,Crossville,TN,38555,36.0,-85.0
970,Crowley,LA,70526,30.2,-92.4
971,Crowley,TX,76036,32.6,-97.3
972,Crowley,TX,76036,32.6,-97.3
973,Crystal Lake,IL,60014,42.2,-88.3
974,Cuba,MO,65453,38.1,-91.4
975,Cuero,TX,77954,29.1,-97.3
976,Cullman,AL,35055,34.1,-86.8
977,Cullman,AL,35058,34.2,-86.9
978,Culpeper,VA,22701,38.5,-78.0
979,Cumming,GA,30028,34.3,-84.1
980,Cumming,GA,30041,34.1,-84.2
981,Cumming,GA,30041,34.2,-84.1
982,Cushing,OK,74023,36.0,-96.7
983,Cut Off,LA,70345,29.5,-90.3
984,Cynthiana,KY,41031,38.4,-84.3
985,Cypress,TX,77429,30.0,-95.7
986,Cypress,TX,77429,30.0,-95.6
987,Cypress,TX,77433,29.9,-95.7
988,Cypress,TX,77433,29.9,-95.7
989,Dade City,FL,33525,28.3,-82.2
990,Dahlonega,GA,30533,34.5,-84.0
991,Dallas,GA,30157,33.9,-84.7
992,Dallas,NC,28034,35.3,-81.2
993,Dallas,OR,97338,44.9,-123.3
994,Dallas,TX,75204,32.8,-96.8
995,Dallas,TX,75211,32.8,-96.9
996,Dallas,TX,75220,32.9,-96.9
997,Dallas,TX,75227,32.8,-96.7
998,Dallas,TX,75228,32.8,-96.7
999,Dallas,TX,75228,32.8,-96.7
1000,Dallas,TX,75231,32.9,-96.8
1001,Dallas,TX,75232,32.7,-96.8
1002,Dallas,TX,75237,32.6,-96.9
1003,Dallas,TX,75243,32.9,-96.7
1004,Dallas,TX,75243,32.9,-96.8
1005,Dallas,TX,75244,32.9,-96.8
1006,Dallas,TX,75248,33.0,-96.8
1007,Dallas,TX,75248,33.0,-96.8
1008,Dallas,TX,75249,32.6,-96.9
1009,Dallas,TX,75287,33.0,-96.9
1010,Dalton,GA,30720,34.8,-85.0
1011,Dalton,GA,30720,34.8,-85.0
1012,Dalton,GA,30721,34.8,-84.9
1013,Danbury,CT,6810,41.4,-73.4
1014,Dania Beach,FL,33004,26.0,-80.1
1015,Danvers,MA,1923,42.6,-71.0
1016,Danville,IL,61834,40.2,-87.6
1017,Danville,IN,46122,39.8,-86.5
1018,Danville,KY,40422,37.6,-84.8
1019,Danville,VA,24540,36.6,-79.4
1020,Danville,VA,24540,36.6,-79.4
1021,Daphne,AL,36526,30.6,-87.9
1022,Dardanelle,AR,72834,35.2,-93.2
1023,Darien,IL,60561,41.7,-88.0
1024,Darlington,SC,29532,34.3,-79.9
1025,Davenport,IA,52806,41.6,-90.6
1026,Davenport,IA,52807,41.6,-90.5
1027,Davie,FL,33024,26.0,-80.3
1028,Davie,FL,33328,26.1,-80.3
1029,Dawsonville,GA,30534,34.4,-84.0
1030,Dayton,OH,45414,39.8,-84.2
1031,Dayton,OH,45458,39.6,-84.2
1032,Dayton,OH,45459,39.6,-84.1
1033,Dayton,TN,37321,35.5,-85.0
1034,Daytona Beach,FL,32117,29.2,-81.1
1035,Daytona Beach,FL,32119,29.2,-81.0
1036,De Funiak Springs,FL,32433,30.7,-86.1
1037,De Pere,WI,54115,44.4,-88.1
1038,De Queen,AR,71832,34.0,-94.3
1039,De Soto,MO,63020,38.2,-90.6
1040,Dearborn,MI,48126,42.3,-83.2
1041,Debary,FL,32713,28.9,-81.3
1042,Decatur,AL,35601,34.6,-87.0
1043,Decatur,AL,35603,34.6,-87.0
1044,Decatur,GA,30032,33.8,-84.3
1045,Decatur,GA,30033,33.8,-84.3
1046,Decatur,IL,62521,39.8,-88.9
1047,Decatur,IL,62526,39.9,-89.0
1048,Decatur,IN,46733,40.8,-84.9
1049,Decatur,TX,76234,33.2,-97.6
1050,Decorah,IA,52101,43.3,-91.8
1051,Deerfield Beach,FL,33442,26.3,-80.1
1052,Defiance,OH,43512,41.3,-84.4
1053,Dekalb,IL,60115,41.9,-88.7
1054,Del Rio,TX,78840,29.4,-100.9
1055,Delafield,WI,53018,43.0,-88.4
1056,Deland,FL,32720,29.1,-81.3
1057,Deland,FL,32724,29.0,-81.3
1058,Delano,CA,92315,35.7,-119.2
1059,Delavan,WI,53115,42.6,-88.6
1060,Delaware,OH,43015,40.3,-83.1
1061,Delmont,PA,15626,40.4,-79.6
1062,Delray Beach,FL,33483,26.4,-80.1
1063,Delray Beach,FL,33484,26.4,-80.1
1064,Delta,CO,81416,38.7,-108.1
1065,Deltona,FL,32725,28.9,-81.2
1066,Deltona,FL,32738,28.9,-81.2
1067,Deming,NM,88030,32.3,-107.7
1068,Demopolis,AL,36732,32.5,-87.8
1069,Denham Springs,LA,70706,30.6,-91.0
1070,Denham Springs,LA,70726,30.4,-90.9
1071,Denham Springs,LA,70726,30.5,-91.0
1072,Denison,IA,51442,42.0,-95.4
1073,Denison,TX,75020,33.8,-96.6
1074,Denton,MD,21629,38.9,-75.8
1075,Denton,TX,76201,33.2,-97.2
1076,Denton,TX,76205,33.2,-97.1
1077,Denton,TX,76210,33.2,-97.1
1078,Denver,CO,80207,39.8,-104.9
1079,Denver,CO,80219,39.7,-105.0
1080,Denver,CO,80231,39.7,-104.9
1081,Denver,CO,80231,39.7,-104.9
1082,Denver,CO,80239,39.8,-104.8
1083,Denver,NC,28037,35.5,-81.0
1084,Deptford,NJ,8096,39.8,-75.1
1085,Derby,KS,67037,37.5,-97.2
1086,Derby,KS,67037,37.6,-97.3
1087,Derby,VT,5829,44.9,-72.2
1088,Deridder,LA,70634,30.9,-93.3
1089,Derry,NH,3038,42.9,-71.3
1090,Des Moines,IA,50320,41.5,-93.6
1091,Des Moines,IA,50324,41.6,-93.7
1092,Des Plaines,IL,60016,42.0,-87.9
1093,Desloge,MO,63601,37.9,-90.5
1094,Desoto,TX,75115,32.6,-96.9
1095,Desoto,TX,75115,32.6,-96.9
1096,Destin,FL,32541,30.4,-86.4
1097,Detroit Lakes,MN,56501,46.8,-95.9
1098,Devils Lake,ND,58301,48.1,-98.8
1099,Devine,TX,78016,29.1,-98.9
1100,Dexter,MO,63841,36.8,-90.0
1101,Diamond Bar,CA,91765,34.0,-117.8
1102,Diberville,MS,39540,30.4,-88.9
1103,Diberville,MS,39540,30.5,-88.9
1104,Dickinson,ND,58601,46.9,-102.8
1105,Dickson,TN,37055,36.1,-87.4
1106,Dickson City,PA,18519,41.5,-75.6
1107,Dillon,SC,29536,34.4,-79.4
1108,Dilworth,MN,56529,46.9,-96.7
1109,Dinuba,CA,93618,36.5,-119.4
1110,Dixon,CA,95620,38.5,-121.8
1111,Dixon,IL,61021,41.8,-89.5
1112,Dodge City,KS,67801,37.8,-100.0
1113,Dodgeville,WI,53533,43.0,-90.1
1114,Donaldsonville,LA,70346,30.1,-91.0
1115,Donna,TX,78537,26.2,-98.0
1116,Doral,FL,33126,25.8,-80.3
1117,Dothan,AL,36301,31.2,-85.4
1118,Dothan,AL,36303,31.3,-85.4
1119,Dothan,AL,36305,31.2,-85.5
1120,Douglas,AZ,85607,31.3,-109.6
1121,Douglas,GA,31533,31.5,-82.8
1122,Douglasville,GA,30134,33.7,-84.8
1123,Dover,DE,19901,39.2,-75.6
1124,Downey,CA,90242,33.9,-118.1
1125,Downey,CA,90242,33.9,-118.1
1126,Draper,UT,84020,40.5,-111.9
1127,Dry Ridge,KY,41035,38.7,-84.6
1128,Du Bois,PA,15801,41.1,-78.7
1129,Du Quoin,IL,62832,38.0,-89.2
1130,Duarte,CA,91010,34.1,-118.0
1131,Dublin,GA,31021,32.6,-83.0
1132,Dublin,OH,43016,40.1,-83.1
1133,Dublin,OH,43016,40.1,-83.1
1134,Dublin,VA,24084,37.1,-80.7
1135,Dubuque,IA,52003,42.5,-90.7
1136,Dulles,VA,20166,38.9,-77.5
1137,Duluth,GA,30096,34.0,-84.2
1138,Dumas,TX,79029,35.8,-102.0
1139,Dumfries,VA,22026,38.6,-77.3
1140,Duncan,OK,73533,34.5,-98.0
1141,Duncansville,PA,16635,40.4,-78.4
1142,Dundalk,MD,21222,39.3,-76.5
1143,Dunedin,FL,34698,28.0,-82.8
1144,Dunkirk,MD,20754,38.7,-76.7
1145,Dunlap,TN,37327,35.4,-85.4
1146,Dunnellon,FL,34432,29.1,-82.5
1147,Dunwoody,GA,30338,33.9,-84.3
1148,Dunwoody,GA,30360,33.9,-84.3
1149,Durango,CO,81303,37.2,-107.9
1150,Durant,OK,74701,34.0,-96.4
1151,Durham,NC,27704,36.0,-78.8
1152,Durham,NC,27707,36.0,-79.0
1153,Dyersburg,TN,38024,36.1,-89.4
1154,Eagan,MN,55123,44.8,-93.2
1155,Eagle Pass,TX,78852,28.7,-100.5
1156,Eagle Point,OR,97524,42.5,-122.8
1157,Eagle River,AK,99577,61.3,-149.5
1158,Easley,SC,29640,34.8,-82.5
1159,East Brunswick,NJ,8816,40.5,-74.4
1160,East Ellijay,GA,30540,34.7,-84.5
1161,East Greenville,PA,18041,40.4,-75.5
1162,East Liverpool,OH,43920,40.7,-80.6
1163,East Meadow,NY,11554,40.7,-73.5
1164,East Peoria,IL,61611,40.7,-89.6
1165,East Point,GA,30344,33.7,-84.4
1166,East Ridge,TN,37412,35.0,-85.2
1167,East Setauket,NY,11733,40.9,-73.1
1168,East Stroudsburg,PA,18301,41.0,-75.2
1169,East Syracuse,NY,13057,43.1,-76.1
1170,East Windsor,CT,6088,41.9,-72.6
1171,East Windsor,NJ,8520,40.3,-74.6
1172,Eastanollee,GA,30538,34.5,-83.3
1173,Eastlake,OH,44095,41.6,-81.4
1174,Eastland,TX,76448,32.4,-98.8
1175,Eastman,GA,31023,32.2,-83.2
1176,Easton,MD,21601,38.8,-76.1
1177,Easton,PA,18045,40.7,-75.3
1178,Eaton,OH,45320,39.8,-84.6
1179,Eatonton,GA,31024,33.3,-83.4
1180,Eau Claire,WI,54701,44.8,-91.4
1181,Ebensburg,PA,15931,40.5,-78.8
1182,Economy,PA,15005,40.7,-80.2
1183,Eddystone,PA,19022,39.9,-75.3
1184,Eden,NC,27288,36.5,-79.7
1185,Eden Prairie,MN,55344,44.9,-93.4
1186,Edgewood,NM,87015,35.1,-106.2
1187,Edinboro,PA,16412,41.9,-80.2
1188,Edinburg,TX,78539,26.3,-98.2
1189,Edinburg,TX,78539,26.3,-98.2
1190,Edinburg,TX,78542,26.3,-98.2
1191,Edison,NJ,8817,40.5,-74.4
1192,Edmond,OK,73003,35.7,-97.5
1193,Edmond,OK,73013,35.6,-97.5
1194,Edmond,OK,73034,35.6,-97.4
1195,Edmond,OK,73034,35.7,-97.5
1196,Effingham,IL,62401,39.1,-88.6
1197,Egg Hbr Township,NJ,8234,39.4,-74.6
1198,El Cajon,CA,92020,32.8,-117.0
1199,El Cajon,CA,92021,32.8,-116.9
1200,El Cajon,CA,92021,32.8,-116.9
1201,El Campo,TX,77437,29.2,-96.3
1202,El Centro,CA,92243,32.8,-115.6
1203,El Dorado,AR,71730,33.2,-92.7
1204,El Dorado,KS,67042,37.8,-96.9
1205,El Mirage,AZ,85335,33.6,-112.3
1206,El Paso,TX,79904,31.8,-106.4
1207,El Paso,TX,79904,31.9,-106.4
1208,El Paso,TX,79907,31.7,-106.3
1209,El Paso,TX,79907,31.7,-106.3
1210,El Paso,TX,79912,31.8,-106.6
1211,El Paso,TX,79912,31.9,-106.6
1212,El Paso,TX,79922,31.8,-106.6
1213,El Paso,TX,79924,31.9,-106.4
1214,El Paso,TX,79925,31.8,-106.4
1215,El Paso,TX,79932,31.9,-106.6
1216,El Paso,TX,79934,31.9,-106.4
1217,El Paso,TX,79935,31.8,-106.3
1218,El Paso,TX,79936,31.7,-106.3
1219,El Paso,TX,79936,31.8,-106.3
1220,El Paso,TX,79936,31.8,-106.3
1221,El Paso,TX,79938,31.8,-106.2
1222,El Paso,TX,79938,31.8,-106.3
1223,El Reno,OK,73036,35.5,-98.0
1224,Eldon,MO,65026,38.3,-92.6
1225,Elgin,IL,60123,42.0,-88.3
1226,Elgin,TX,78621,30.3,-97.4
1227,Elizabeth,CO,80107,39.4,-104.6
1228,Elizabeth City,NC,27909,36.3,-76.3
1229,Elizabethton,TN,37643,36.3,-82.2
1230,Elizabethtown,KY,42701,37.7,-85.9
1231,Elizabethtown,NC,28337,34.6,-78.6
1232,Elizabethville,PA,17023,40.6,-76.8
1233,Elk City,OK,73644,35.4,-99.4
1234,Elk Grove,CA,95757,38.4,-121.4
1235,Elk Grove,CA,95758,38.4,-121.4
1236,Elk Grove,CA,95758,38.4,-121.4
1237,Elk Grove Village,IL,60007,42.0,-88.0
1238,Elk River,MN,55330,45.3,-93.5
1239,Elkhart,IN,46514,41.7,-86.1
1240,Elkhart,IN,46514,41.7,-86.0
1241,Elkin,NC,28621,36.3,-80.8
1242,Elkins,WV,26241,38.9,-79.8
1243,Elko,NV,89801,40.8,-115.8
1244,Elkton,MD,21921,39.6,-75.8
1245,Ellenwood,GA,30294,33.6,-84.3
1246,Ellicott City,MD,21043,39.3,-76.8
1247,Ellsworth,ME,4605,44.5,-68.4
1248,Elsa,TX,78543,26.3,-98.0
1249,Elverson,PA,19520,40.2,-75.9
1250,Elyria,OH,44035,41.4,-82.1
1251,Emporia,KS,66801,38.4,-96.2
1252,Emporia,VA,23847,36.7,-77.5
1253,Encinitas,CA,92024,33.1,-117.3
1254,Englewood,CO,80110,39.7,-105.0
1255,Englewood,FL,34224,26.9,-82.3
1256,Enid,OK,73703,36.4,-97.9
1257,Enid,OK,73703,36.4,-97.9
1258,Ennis,TX,75119,32.3,-96.6
1259,Enterprise,AL,36330,31.3,-85.8
1260,Ephraim,UT,84627,39.4,-111.6
1261,Ephrata,PA,17522,40.2,-76.2
1262,Ephrata,WA,98823,47.3,-119.5
1263,Epping,NH,3042,43.0,-71.1
1264,Erie,PA,16504,42.1,-80.0
1265,Erie,PA,16506,42.1,-80.2
1266,Erie,PA,16509,42.1,-80.1
1267,Erwin,NC,28339,35.3,-78.6
1268,Escanaba,MI,49829,45.8,-87.1
1269,Escondido,CA,92027,33.1,-117.1
1270,Escondido,CA,92027,33.1,-117.1
1271,Espanola,NM,87532,36.0,-106.1
1272,Estero,FL,33928,26.5,-81.8
1273,Etters,PA,17319,40.1,-76.8
1274,Eufaula,AL,36027,31.8,-85.2
1275,Eugene,OR,97402,44.0,-123.2
1276,Eugene,OR,97408,44.1,-123.1
1277,Eunice,LA,70535,30.5,-92.4
1278,Eureka,CA,95501,40.8,-124.2
1279,Eureka,MO,63025,38.5,-90.7
1280,Evans,GA,30809,33.5,-82.1
1281,Evans Mills,NY,13637,44.0,-75.8
1282,Evanston,WY,82930,41.3,-111.0
1283,Evansville,IN,47710,38.0,-87.6
1284,Evansville,IN,47712,38.0,-87.6
1285,Evansville,IN,47714,38.0,-87.5
1286,Evansville,IN,47715,38.0,-87.5
1287,Everett,PA,15537,40.0,-78.4
1288,Everett,WA,98204,47.9,-122.3
1289,Everett,WA,98208,47.9,-122.2
1290,Evergreen,CO,80439,39.7,-105.3
1291,Evergreen Park,IL,60805,41.7,-87.7
1292,Excelsior Springs,MO,64024,39.3,-94.3
1293,Exton,PA,19341,40.0,-75.6
1294,Fairbanks,AK,99701,64.9,-147.7
1295,Fairbury,NE,68352,40.2,-97.2
1296,Fairfax,VA,22030,38.8,-77.3
1297,Fairfax,VA,22033,38.9,-77.4
1298,Fairfield,CA,94533,38.3,-122.0
1299,Fairfield,IA,52556,41.0,-92.0
1300,Fairfield,IL,62837,38.4,-88.4
1301,Fairhaven,MA,2719,41.6,-70.9
1302,Fairhope,AL,36532,30.5,-87.8
1303,Fairlawn,OH,44333,41.1,-81.6
1304,Fairlawn,VA,24141,37.2,-80.6
1305,Fairmont,MN,56031,43.7,-94.4
1306,Fairmont,WV,26554,39.4,-80.2
1307,Fairview,TN,37062,36.0,-87.1
1308,Fajardo,PR,738,18.3,-65.7
1309,Falcon,CO,80831,38.9,-104.6
1310,Fall River,MA,2721,41.7,-71.1
1311,Fallon,NV,89406,39.5,-118.8
1312,Fallston,MD,21047,39.5,-76.4
1313,Falmouth,ME,4105,43.7,-70.2
1314,Fargo,ND,58103,46.9,-96.9
1315,Fargo,ND,58104,46.8,-96.8
1316,Faribault,MN,55021,44.3,-93.3
1317,Farmers Branch,TX,75234,32.9,-96.9
1318,Farmerville,LA,71241,32.8,-92.4
1319,Farmingdale,NY,11735,40.7,-73.4
1320,Farmington,AR,72730,36.0,-94.3
1321,Farmington,ME,4938,44.6,-70.2
1322,Farmington,MO,63640,37.8,-90.4
1323,Farmington,NM,87401,36.7,-108.2
1324,Farmington,NM,87402,36.8,-108.2
1325,Farmville,VA,23901,37.3,-78.4
1326,Fayette,AL,35555,33.7,-87.8
1327,Fayetteville,AR,72701,36.1,-94.2
1328,Fayetteville,AR,72701,36.1,-94.2
1329,Fayetteville,AR,72703,36.1,-94.1
1330,Fayetteville,AR,72703,36.1,-94.2
1331,Fayetteville,AR,72704,36.1,-94.2
1332,Fayetteville,AR,72704,36.1,-94.2
1333,Fayetteville,GA,30214,33.5,-84.4
1334,Fayetteville,NC,28303,35.1,-79.0
1335,Fayetteville,NC,28304,35.0,-79.1
1336,Fayetteville,NC,28304,35.0,-79.0
1337,Fayetteville,NC,28306,35.0,-78.9
1338,Fayetteville,NC,28311,35.1,-78.9
1339,Fayetteville,NC,28311,35.1,-78.9
1340,Fayetteville,NC,28314,35.1,-79.1
1341,Fayetteville,TN,37334,35.1,-86.6
1342,Fayetteville,WV,25840,38.0,-81.1
1343,Federal Way,WA,98003,47.3,-122.3
1344,Federal Way,WA,98003,47.3,-122.3
1345,Fenton,MI,48430,42.8,-83.7
1346,Fenton,MO,63026,38.5,-90.4
1347,Fergus Falls,MN,56537,46.3,-96.1
1348,Fernandina Beach,FL,32034,30.6,-81.5
1349,Fernley,NV,89408,39.6,-119.2
1350,Festus,MO,63028,38.2,-90.4
1351,Findlay,OH,45840,41.1,-83.7
1352,Findlay,OH,45840,41.1,-83.6
1353,Fishers,IN,46037,39.9,-86.0
1354,Fishers,IN,46038,40.0,-86.0
1355,Fishkill,NY,12524,41.5,-73.9
1356,Fitzgerald,GA,31750,31.7,-83.2
1357,Flagstaff,AZ,86001,35.2,-111.7
1358,Flagstaff,AZ,86004,35.2,-111.6
1359,Flanders,NJ,7836,40.9,-74.7
1360,Flemington,NJ,8822,40.5,-74.9
1361,Flint,MI,48532,43.0,-83.8
1362,Flippin,AR,72634,36.3,-92.6
1363,Flora,IL,62839,38.7,-88.5
1364,Florence,AL,35630,34.8,-87.7
1365,Florence,AL,35630,34.8,-87.6
1366,Florence,AL,35633,34.8,-87.7
1367,Florence,KY,41042,39.0,-84.7
1368,Florence,SC,29501,34.2,-79.8
1369,Florence,SC,29501,34.2,-79.8
1370,Florence,SC,29505,34.2,-79.8
1371,Floresville,TX,78114,29.2,-98.2
1372,Florida City,FL,33034,25.5,-80.5
1373,Florissant,MO,63033,38.8,-90.3
1374,Flower Mound,TX,75022,33.0,-97.1
1375,Flowood,MS,39232,32.4,-90.0
1376,Foley,AL,36535,30.4,-87.7
1377,Folsom,CA,95630,38.7,-121.2
1378,Fond Du Lac,WI,54937,43.8,-88.5
1379,Fontana,CA,92335,34.1,-117.4
1380,Foothill Ranch,CA,92610,33.7,-117.7
1381,Fordyce,AR,71742,33.8,-92.4
1382,Forest,MS,39074,32.3,-89.5
1383,Forest,VA,24551,37.4,-79.3
1384,Forest City,NC,28043,35.3,-81.9
1385,Forest Lake,MN,55025,45.3,-93.0
1386,Forest Park,IL,60130,41.9,-87.8
1387,Forney,TX,75126,32.7,-96.4
1388,Forrest City,AR,72335,35.0,-90.8
1389,Forsyth,GA,31029,33.0,-83.9
1390,Fort Collins,CO,80524,40.6,-105.1
1391,Fort Collins,CO,80525,40.5,-105.1
1392,Fort Dodge,IA,50501,42.5,-94.2
1393,Fort Gratiot,MI,48059,43.0,-82.5
1394,Fort Lauderdale,FL,33312,26.1,-80.2
1395,Fort Mill,SC,29715,35.0,-80.9
1396,Fort Mohave,AZ,86426,35.0,-114.6
1397,Fort Morgan,CO,80701,40.3,-103.8
1398,Fort Myers,FL,33912,26.5,-81.9
1399,Fort Myers,FL,33919,26.6,-81.9
1400,Fort Myers,FL,33966,26.6,-81.8
1401,Fort Myers Beach,FL,33931,26.5,-81.9
1402,Fort Oglethorpe,GA,30742,34.9,-85.2
1403,Fort Oglethorpe,GA,30742,35.0,-85.2
1404,Fort Payne,AL,35968,34.4,-85.8
1405,Fort Pierce,FL,34947,27.4,-80.4
1406,Fort Scott,KS,66701,37.8,-94.7
1407,Fort Smith,AR,72901,35.3,-94.4
1408,Fort Smith,AR,72903,35.4,-94.3
1409,Fort Smith,AR,72903,35.4,-94.4
1410,Fort Smith,AR,72904,35.4,-94.4
1411,Fort Smith,AR,72908,35.3,-94.4
1412,Fort Stockton,TX,79735,30.9,-102.9
1413,Fort Walton Beach,FL,32547,30.4,-86.6
1414,Fort Wayne,IN,46804,41.1,-85.2
1415,Fort Wayne,IN,46816,41.0,-85.1
1416,Fort Wayne,IN,46818,41.2,-85.2
1417,Fort Wayne,IN,46825,41.1,-85.1
1418,Fort Wayne,IN,46835,41.1,-85.0
1419,Fort Worth,TX,76052,33.0,-97.4
1420,Fort Worth,TX,76105,32.7,-97.3
1421,Fort Worth,TX,76108,32.8,-97.5
1422,Fort Worth,TX,76110,32.7,-97.3
1423,Fort Worth,TX,76111,32.8,-97.3
1424,Fort Worth,TX,76114,32.8,-97.4
1425,Fort Worth,TX,76116,32.7,-97.4
1426,Fort Worth,TX,76120,32.8,-97.2
1427,Fort Worth,TX,76123,32.6,-97.4
1428,Fort Worth,TX,76132,32.7,-97.4
1429,Fort Worth,TX,76133,32.6,-97.4
1430,Fort Worth,TX,76137,32.9,-97.3
1431,Fort Worth,TX,76244,32.9,-97.3
1432,Fort Worth,TX,76244,32.9,-97.3
1433,Fountain,CO,80817,38.7,-104.7
1434,Fountain,CO,80906,38.8,-104.8
1435,Fowlerville,MI,48836,42.6,-84.1
1436,Framingham,MA,1701,42.3,-71.4
1437,Frankfort,IN,46041,40.3,-86.5
1438,Frankfort,KY,40601,38.2,-84.9
1439,Franklin,IN,46131,39.5,-86.1
1440,Franklin,KY,42134,36.7,-86.6
1441,Franklin,LA,70538,29.8,-91.5
1442,Franklin,NC,28734,35.2,-83.4
1443,Franklin,NJ,7416,41.1,-74.6
1444,Franklin,OH,45005,39.6,-84.3
1445,Franklin,TN,37067,35.9,-86.8
1446,Franklin,VA,23851,36.7,-77.0
1447,Franklin,WI,53132,42.9,-88.0
1448,Frederick,MD,21701,39.4,-77.4
1449,Frederick,MD,21704,39.4,-77.4
1450,Fredericksburg,TX,78624,30.3,-98.9
1451,Fredericksburg,VA,22401,38.3,-77.5
1452,Fredericksburg,VA,22405,38.3,-77.4
1453,Fredericksburg,VA,22406,38.4,-77.5
1454,Fredericksburg,VA,22407,38.2,-77.5
1455,Fredericktown,MO,63645,37.6,-90.3
1456,Fredonia,NY,14063,42.5,-79.3
1457,Freehold,NJ,7728,40.2,-74.3
1458,Freeport,IL,61032,42.3,-89.6
1459,Fremont,CA,94538,37.5,-122.0
1460,Fremont,CA,94539,37.5,-121.9
1461,Fremont,MI,49412,43.5,-86.0
1462,Fremont,NE,68025,41.5,-96.5
1463,Fremont,OH,43420,41.4,-83.1
1464,Fresno,CA,93650,36.8,-119.8
1465,Fresno,CA,93703,36.8,-119.8
1466,Fresno,CA,93710,36.8,-119.7
1467,Fresno,CA,93722,36.8,-119.9
1468,Fresno,CA,93726,36.8,-119.8
1469,Fresno,CA,93727,36.7,-119.7
1470,Fridley,MN,55432,45.1,-93.3
1471,Friendswood,TX,77546,29.6,-95.2
1472,Frisco,CO,80443,39.6,-106.1
1473,Frisco,TX,75033,33.2,-96.9
1474,Frisco,TX,75034,33.1,-96.9
1475,Frisco,TX,75034,33.1,-96.8
1476,Front Royal,VA,22630,39.0,-78.2
1477,Fruit Cove,FL,32259,30.1,-81.6
1478,Ft Wright,KY,41017,39.0,-84.5
1479,Fulton,KY,42041,36.5,-88.9
1480,Fulton,MO,65251,38.9,-91.9
1481,Fulton,MS,38843,34.2,-88.4
1482,Fulton,NY,13069,43.3,-76.4
1483,Fuquay Varina,NC,27526,35.6,-78.8
1484,Gadsden,AL,35903,34.0,-86.0
1485,Gaffney,SC,29341,35.1,-81.7
1486,Gainesville,FL,32608,29.6,-82.4
1487,Gainesville,FL,32641,29.7,-82.3
1488,Gainesville,FL,32653,29.7,-82.4
1489,Gainesville,GA,30501,34.3,-83.8
1490,Gainesville,GA,30504,34.3,-83.9
1491,Gainesville,GA,30504,34.3,-83.9
1492,Gainesville,TX,76240,33.6,-97.1
1493,Galax,VA,24333,36.7,-80.9
1494,Galena,IL,61036,42.4,-90.4
1495,Galesburg,IL,61401,41.0,-90.4
1496,Gallatin,TN,37066,36.4,-86.5
1497,Gallipolis,OH,45631,38.8,-82.2
1498,Gallup,NM,87301,35.5,-108.8
1499,Galt,CA,95632,38.3,-121.3
1500,Galveston,TX,77551,29.3,-94.8
1501,Garden City,KS,67846,38.0,-100.8
1502,Garden City,KS,67846,38.0,-100.9
1503,Garden City Beach,SC,29576,33.6,-79.0
1504,Garden Grove,CA,92840,33.8,-117.9
1505,Garden Grove,CA,92841,33.8,-118.0
1506,Gardendale,AL,35071,33.6,-86.8
1507,Gardner,KS,66030,38.8,-94.9
1508,Gardner,MA,1440,42.6,-72.0
1509,Gardnerville,NV,89410,38.9,-119.7
1510,Garfield,NJ,7026,40.9,-74.1
1511,Garland,TX,75040,32.9,-96.6
1512,Garland,TX,75040,32.9,-96.6
1513,Garland,TX,75040,33.0,-96.6
1514,Garland,TX,75041,32.9,-96.7
1515,Garland,TX,75043,32.8,-96.6
1516,Garland,TX,75043,32.9,-96.6
1517,Garner,NC,27529,35.6,-78.6
1518,Gastonia,NC,28052,35.3,-81.2
1519,Gastonia,NC,28054,35.2,-81.1
1520,Gastonia,NC,28056,35.3,-81.1
1521,Gatesville,TX,76528,31.4,-97.7
