,city,state,zip_code,latitude,longitude
1522,Gaylord,MI,49735,45.0,-84.7
1523,Geneseo,IL,61254,41.4,-90.2
1524,Geneseo,NY,14454,42.8,-77.8
1525,Geneva,AL,36340,31.1,-85.9
1526,Geneva,NY,14456,42.9,-77.0
1527,Georgetown,DE,19947,38.7,-75.4
1528,Georgetown,KY,40324,38.2,-84.5
1529,Georgetown,KY,40324,38.3,-84.5
1530,Georgetown,SC,29440,33.4,-79.3
1531,Georgetown,TX,78628,30.6,-97.7
1532,Germantown,MD,20876,39.2,-77.3
1533,Germantown,WI,53022,43.2,-88.1
1534,Gettysburg,PA,17325,39.8,-77.2
1535,Gibsonia,PA,15044,40.6,-79.9
1536,Gibsonton,FL,33534,27.8,-82.4
1537,Giddings,TX,78942,30.2,-96.9
1538,Gilbert,AZ,85295,33.3,-111.7
1539,Gilbert,AZ,85295,33.3,-111.7
1540,Gilford,NH,3249,43.6,-71.4
1541,Gillette,WY,82718,44.3,-105.5
1542,Gilmer,TX,75644,32.7,-94.9
1543,Gilroy,CA,95020,37.0,-121.6
1544,Gladstone,MO,64119,39.2,-94.5
1545,Glasgow,KY,42141,37.0,-85.9
1546,Glen Allen,VA,23060,37.7,-77.6
1547,Glen Burnie,MD,21060,39.2,-76.6
1548,Glen Carbon,IL,62034,38.8,-90.0
1549,Glen Ellyn,IL,60137,41.8,-88.1
1550,Glendale,AZ,85301,33.6,-112.2
1551,Glendale,AZ,85302,33.6,-112.2
1552,Glendale,AZ,85302,33.6,-112.2
1553,Glendale,AZ,85303,33.5,-112.2
1554,Glendale,AZ,85305,33.5,-112.3
1555,Glendale,AZ,85308,33.6,-112.2
1556,Glendale,AZ,85308,33.7,-112.2
1557,Glendale,AZ,85308,33.7,-112.2
1558,Glendale,AZ,85310,33.7,-112.2
1559,Glendora,CA,91740,34.1,-117.8
1560,Glenmont,NY,12077,42.6,-73.8
1561,Glenolden,PA,19036,39.9,-75.3
1562,Glenpool,OK,74033,36.0,-96.0
1563,Glenville,NY,12302,42.8,-73.9
1564,Glenwood Springs,CO,81601,39.5,-107.3
1565,Gloucester,VA,23061,37.4,-76.5
1566,Gloversville,NY,12078,43.0,-74.3
1567,Goddard,KS,67052,37.7,-97.6
1568,Godfrey,IL,62035,39.0,-90.2
1569,Goldsboro,NC,27530,35.4,-78.1
1570,Goldsboro,NC,27534,35.3,-77.9
1571,Goldsboro,NC,27534,35.4,-77.9
1572,Goldsboro,NC,27534,35.4,-77.9
1573,Gonzales,LA,70737,30.2,-90.9
1574,Gonzales,TX,78629,29.5,-97.4
1575,Goodland,KS,67735,39.3,-101.7
1576,Goodyear,AZ,85338,33.5,-112.4
1577,Goodyear,AZ,85395,33.5,-112.4
1578,Goose Creek,SC,29445,33.0,-80.0
1579,Goose Creek,SC,29445,33.0,-80.0
1580,Goose Creek,SC,29445,33.0,-80.1
1581,Gordonsville,VA,22942,38.0,-78.2
1582,Gorham,NH,3581,44.4,-71.2
1583,Goshen,IN,46526,41.6,-85.8
1584,Goshen,IN,46526,41.6,-85.9
1585,Grafton,WV,26354,39.4,-80.0
1586,Graham,TX,76450,33.1,-98.6
1587,Granbury,TX,76048,32.4,-97.8
1588,Grand Blanc,MI,48439,42.9,-83.6
1589,Grand Forks,ND,58201,47.9,-97.1
1590,Grand Forks,ND,58203,47.9,-97.1
1591,Grand Haven,MI,49417,43.0,-86.2
1592,Grand Island,NE,68801,40.9,-98.3
1593,Grand Island,NE,68803,40.9,-98.4
1594,Grand Junction,CO,81501,39.1,-108.5
1595,Grand Junction,CO,81504,39.1,-108.5
1596,Grand Junction,CO,81505,39.1,-108.6
1597,Grand Prairie,TX,75052,32.7,-97.0
1598,Grand Prairie,TX,75052,32.7,-97.0
1599,Grand Rapids,MI,49546,42.9,-85.5
1600,Grand Rapids,MN,55744,47.2,-93.5
1601,Grandville,MI,49418,42.9,-85.8
1602,Granite Bay,CA,95746,38.7,-121.2
1603,Granite City,IL,62040,38.7,-90.1
1604,Granite Falls,NC,28630,35.8,-81.4
1605,Grants,NM,87020,35.1,-107.8
1606,Grants Pass,OR,97526,42.4,-123.3
1607,Grantsboro,NC,28529,35.1,-76.8
1608,Grapevine,TX,76051,32.9,-97.1
1609,Great Bend,KS,67530,38.4,-98.8
1610,Great Falls,MT,59404,47.5,-111.3
1611,Great Falls,MT,59405,47.5,-111.2
1612,Greece,NY,14616,43.2,-77.6
1613,Greece,NY,14626,43.2,-77.7
1614,Greeley,CO,80631,40.4,-104.7
1615,Greeley,CO,80634,40.4,-104.8
1616,Green Bay,WI,54303,44.5,-88.1
1617,Green Bay,WI,54311,44.5,-88.0
1618,Green Valley,AZ,85614,31.9,-111.0
1619,Greenacres,FL,33415,26.6,-80.1
1620,Greenacres,FL,33467,26.6,-80.1
1621,Greenbrier,AR,72058,35.2,-92.4
1622,Greencastle,IN,46135,39.6,-86.8
1623,Greendale,WI,53129,42.9,-88.0
1624,Greeneville,TN,37745,36.2,-82.8
1625,Greenfield,IN,46140,39.8,-85.8
1626,Greenfield,WI,53228,43.0,-88.0
1627,Greensboro,NC,27405,36.1,-79.8
1628,Greensboro,NC,27406,36.0,-79.8
1629,Greensboro,NC,27406,36.0,-79.8
1630,Greensboro,NC,27407,36.0,-79.8
1631,Greensboro,NC,27407,36.1,-79.9
1632,Greensboro,NC,27410,36.1,-79.9
1633,Greensboro,NC,27410,36.1,-79.9
1634,Greensburg,IN,47240,39.4,-85.5
1635,Greensburg,PA,15601,40.3,-79.6
1636,Greenville,AL,36037,31.8,-86.6
1637,Greenville,MI,48838,43.2,-85.3
1638,Greenville,MS,38701,33.4,-91.0
1639,Greenville,NC,27834,35.6,-77.4
1640,Greenville,NC,27834,35.6,-77.4
1641,Greenville,NC,27858,35.6,-77.4
1642,Greenville,NC,27858,35.6,-77.3
1643,Greenville,OH,45331,40.1,-84.6
1644,Greenville,PA,16125,41.4,-80.4
1645,Greenville,SC,29607,34.8,-82.3
1646,Greenville,SC,29611,34.8,-82.5
1647,Greenville,SC,29611,34.9,-82.5
1648,Greenville,SC,29615,34.9,-82.3
1649,Greenville,SC,29615,34.9,-82.4
1650,Greenville,SC,29617,34.9,-82.4
1651,Greenville,TX,75401,33.1,-96.1
1652,Greenville,TX,75402,33.1,-96.1
1653,Greenwood,AR,72936,35.2,-94.3
1654,Greenwood,IN,46143,39.6,-86.2
1655,Greenwood,IN,46143,39.6,-86.1
1656,Greenwood,MS,38930,33.5,-90.2
1657,Greenwood,SC,29646,34.2,-82.1
1658,Greenwood,SC,29649,34.2,-82.2
1659,Greer,SC,29650,34.9,-82.2
1660,Greer,SC,29651,34.9,-82.2
1661,Grenada,MS,38901,33.8,-89.8
1662,Gresham,OR,97030,45.5,-122.5
1663,Gresham,OR,97080,45.5,-122.4
1664,Gretna,LA,70053,29.9,-90.1
1665,Gretna,NE,68028,41.1,-96.2
1666,Griffin,GA,30223,33.3,-84.3
1667,Grimes,IA,50111,41.7,-93.8
1668,Grinnell,IA,50112,41.7,-92.7
1669,Groton,CT,6340,41.4,-72.1
1670,Grove,OK,74344,36.6,-94.8
1671,Grove City,OH,43123,39.9,-83.0
1672,Grove City,PA,16127,41.2,-80.1
1673,Grovetown,GA,30813,33.5,-82.2
1674,Grovetown,GA,30813,33.5,-82.2
1675,Grundy,VA,24614,37.3,-82.1
1676,Guayama,PR,784,18.0,-66.1
1677,Guilford,CT,6437,41.3,-72.7
1678,Gulf Breeze,FL,32561,30.4,-87.2
1679,Gulf Breeze,FL,32563,30.4,-87.1
1680,Gulf Shores,AL,36542,30.3,-87.7
1681,Gulfport,MS,39503,30.4,-89.1
1682,Gulfport,MS,39503,30.5,-89.1
1683,Gulfport,MS,39507,30.4,-89.0
1684,Gun Barrel City,TX,75156,32.3,-96.1
1685,Gunnison,CO,81230,38.6,-106.9
1686,Guntersville,AL,35976,34.3,-86.3
1687,Gurnee,IL,60031,42.4,-88.0
1688,Guthrie,OK,73044,35.9,-97.4
1689,Guymon,OK,73942,36.7,-101.5
1690,Hackettstown,NJ,7840,40.8,-74.8
1691,Hadley,MA,1035,42.4,-72.6
1692,Hagerstown,MD,21740,39.7,-77.7
1693,Haines City,FL,33844,28.1,-81.6
1694,Haleyville,AL,35565,34.2,-87.6
1695,Halifax,MA,2338,42.0,-70.8
1696,Hallandale Beach,FL,33009,26.0,-80.1
1697,Hallettsville,TX,77964,29.5,-96.9
1698,Hamburg,NY,14075,42.7,-78.9
1699,Hamburg,PA,19526,40.6,-76.0
1700,Hamden,CT,6514,41.4,-72.9
1701,Hamilton,AL,35570,34.1,-88.0
1702,Hamilton,NJ,8619,40.2,-74.7
1703,Hamilton,NJ,8691,40.2,-74.6
1704,Hamilton,OH,45011,39.4,-84.5
1705,Hamilton,OH,45013,39.4,-84.6
1706,Hammond,IN,46320,41.7,-87.5
1707,Hammond,IN,46324,41.6,-87.5
1708,Hammond,LA,70401,30.5,-90.5
1709,Hammonton,NJ,8037,39.6,-74.8
1710,Hampstead,MD,21074,39.6,-76.9
1711,Hampstead,NC,28443,34.4,-77.6
1712,Hampton,VA,23666,37.0,-76.4
1713,Hampton,VA,23666,37.0,-76.4
1714,Hanford,CA,93230,36.3,-119.7
1715,Hannibal,MO,63401,39.7,-91.4
1716,Hanover,MA,2339,42.1,-70.8
1717,Hanover,MD,21076,39.2,-76.7
1718,Hanover,PA,17331,39.8,-77.0
1719,Hanover,PA,17331,39.8,-77.0
1720,Hanson,KY,42413,37.3,-87.5
1721,Happy Valley,OR,97086,45.5,-122.6
1722,Harahan,LA,70123,29.9,-90.2
1723,Harborcreek,PA,16421,42.2,-80.0
1724,Hardeeville,SC,29927,32.3,-81.0
1725,Hardinsburg,KY,40143,37.8,-86.4
1726,Harker Heights,TX,76548,31.1,-97.7
1727,Harker Heights,TX,76548,31.1,-97.7
1728,Harlan,KY,40831,36.8,-83.3
1729,Harleysville,PA,19438,40.3,-75.4
1730,Harlingen,TX,78552,26.2,-97.7
1731,Harrisburg,IL,62946,37.7,-88.5
1732,Harrisburg,PA,17111,40.3,-76.8
1733,Harrison,AR,72601,36.3,-93.1
1734,Harrisonburg,VA,22801,38.4,-78.9
1735,Harrisonburg,VA,22801,38.4,-78.9
1736,Harrisonville,MO,64701,38.7,-94.4
1737,Harrisville,UT,84404,41.3,-112.0
1738,Harrodsburg,KY,40330,37.7,-84.8
1739,Hartford,CT,6106,41.7,-72.7
1740,Hartford,WI,53027,43.3,-88.4
1741,Hartselle,AL,35640,34.5,-86.9
1742,Hartsville,SC,29550,34.4,-80.1
1743,Hartwell,GA,30643,34.3,-82.9
1744,Harvard,IL,60033,42.4,-88.6
1745,Harvey,LA,70058,29.9,-90.0
1746,Harvey,LA,70058,29.9,-90.1
1747,Hastings,MI,49058,42.6,-85.3
1748,Hastings,MN,55033,44.7,-92.9
1749,Hastings,NE,68901,40.6,-98.4
1750,Hatfield,PA,19440,40.3,-75.3
1751,Hatillo,PR,659,18.5,-66.8
1752,Hattiesburg,MS,39402,31.3,-89.3
1753,Hattiesburg,MS,39402,31.3,-89.4
1754,Havelock,NC,28532,34.9,-76.9
1755,Havre,MT,59501,48.6,-109.7
1756,Hawthorne,CA,90250,33.9,-118.4
1757,Hayden,ID,83835,47.7,-116.8
1758,Haymarket,VA,20169,38.8,-77.6
1759,Hays,KS,67601,38.9,-99.3
1760,Hayward,WI,54843,46.0,-91.5
1761,Hazard,KY,41701,37.3,-83.2
1762,Hazel Green,AL,35750,34.9,-86.6
1763,Hazle Township,PA,18202,41.0,-76.0
1764,Hazlehurst,GA,31539,31.9,-82.6
1765,Hazlehurst,MS,39083,31.9,-90.4
1766,Heath,OH,43056,40.0,-82.5
1767,Heber City,UT,84032,40.5,-111.4
1768,Heber Spgs,AR,72543,35.5,-92.0
1769,Helena,AL,35080,33.3,-86.9
1770,Helena,MT,59601,46.6,-112.0
1771,Helotes,TX,78023,29.6,-98.7
1772,Hemet,CA,92543,33.7,-117.0
1773,Hemet,CA,92545,33.7,-117.0
1774,Hempstead,TX,77445,30.1,-96.1
1775,Henderson,KY,42420,37.9,-87.6
1776,Henderson,NC,27536,36.3,-78.4
1777,Henderson,NV,89014,36.1,-115.0
1778,Henderson,NV,89015,36.0,-115.0
1779,Henderson,NV,89074,36.0,-115.0
1780,Henderson,TX,75654,32.1,-94.8
1781,Hendersonville,NC,28792,35.3,-82.4
1782,Hendersonville,TN,37075,36.3,-86.6
1783,Henrico,VA,23223,37.5,-77.4
1784,Henryetta,OK,74437,35.4,-96.0
1785,Hephzibah,GA,30815,33.4,-82.1
1786,Hereford,TX,79045,34.8,-102.4
1787,Herkimer,NY,13350,43.0,-75.0
1788,Hermantown,MN,55811,46.8,-92.2
1789,Hermiston,OR,97838,45.9,-119.3
1790,Hermitage,PA,16148,41.2,-80.5
1791,Hermitage,TN,37076,36.2,-86.6
1792,Hernando,MS,38632,34.8,-90.0
1793,Herriman,UT,84096,40.5,-112.0
1794,Herrin,IL,62948,37.8,-89.0
1795,Hesperia,CA,92345,34.4,-117.4
1796,Hewitt,TX,76643,31.5,-97.2
1797,Hialeah,FL,33012,25.9,-80.3
1798,Hialeah,FL,33015,25.9,-80.3
1799,Hialeah,FL,33016,25.9,-80.3
1800,Hialeah Gardens,FL,33018,25.9,-80.4
1801,Hiawatha,KS,66434,39.8,-95.6
1802,Hibbing,MN,55746,47.4,-93.0
1803,Hickory,NC,28601,35.8,-81.3
1804,Hickory,NC,28602,35.7,-81.3
1805,Hickory,NC,28602,35.7,-81.3
1806,Hickory Creek,TX,75065,33.1,-97.0
1807,Hidalgo,TX,78557,26.1,-98.2
1808,Higginsville,MO,64037,39.1,-93.7
1809,High Point,NC,27263,35.9,-80.0
1810,High Point,NC,27265,36.0,-80.0
1811,High Point,NC,27265,36.0,-80.0
1812,High Ridge,MO,63049,38.5,-90.5
1813,Highland,CA,92346,34.1,-117.2
1814,Highland,IL,62249,38.8,-89.7
1815,Highland Village,TX,75077,33.1,-97.1
1816,Highlands Ranch,CO,80130,39.6,-104.9
1817,Hillsboro,OH,45133,39.2,-83.6
1818,Hillsboro,OR,97006,45.5,-122.9
1819,Hillsboro,TX,76645,32.0,-97.1
1820,Hillsborough,NC,27278,36.1,-79.1
1821,Hilo,HI,96720,19.7,-155.1
1822,Hilton Head Island,SC,29926,32.2,-80.7
1823,Hinesville,GA,31313,31.8,-81.6
1824,Hinesville,GA,31313,31.8,-81.6
1825,Hinesville,GA,31313,31.9,-81.6
1826,Hinsdale,NH,3451,42.8,-72.5
1827,Hiram,GA,30141,33.9,-84.8
1828,Hixson,TN,37343,35.2,-85.2
1829,Hixson,TN,37343,35.2,-85.2
1830,Hobart,OK,73651,35.0,-99.1
1831,Hobbs,NM,88240,32.7,-103.2
1832,Hodgkins,IL,60525,41.8,-87.9
1833,Hohenwald,TN,38462,35.6,-87.5
1834,Holdenville,OK,74848,35.1,-96.4
1835,Holland,MI,49424,42.8,-86.1
1836,Holland,OH,43528,41.6,-83.7
1837,Holly Springs,GA,30115,34.2,-84.5
1838,Holly Springs,MS,38635,34.7,-89.5
1839,Holly Springs,NC,27540,35.6,-78.8
1840,Hollywood,FL,33023,26.0,-80.2
1841,Holton,KS,66436,39.5,-95.8
1842,Homestead,FL,33033,25.5,-80.5
1843,Homestead,FL,33033,25.5,-80.4
1844,Homewood,AL,35209,33.4,-86.8
1845,Homewood,IL,60430,41.5,-87.6
1846,Homosassa,FL,34446,28.8,-82.5
1847,Hondo,TX,78861,29.3,-99.1
1848,Honesdale,PA,18431,41.6,-75.2
1849,Honolulu,HI,96813,21.3,-157.9
1850,Honolulu,HI,96814,21.3,-157.8
1851,Hood River,OR,97031,45.7,-121.5
1852,Hooksett,NH,3106,43.0,-71.5
1853,Hoover,AL,35216,33.4,-86.8
1854,Hoover,AL,35244,33.4,-86.8
1855,Hope,AR,71801,33.7,-93.6
1856,Hope Mills,NC,28348,35.0,-79.0
1857,Hope Mills,NC,28348,35.0,-78.9
1858,Hopkinsville,KY,42240,36.8,-87.5
1859,Hopkinsville,KY,42240,36.9,-87.5
1860,Horizon City,TX,79928,31.7,-106.2
1861,Horn Lake,MS,38637,35.0,-90.0
1862,Horn Lake,MS,38637,35.0,-90.1
1863,Hornell,NY,14843,42.3,-77.7
1864,Horseheads,NY,14845,42.2,-76.9
1865,Hot Springs,AR,71901,34.5,-93.0
1866,Hot Springs,AR,71913,34.5,-93.1
1867,Hot Springs,AR,71913,34.5,-93.1
1868,Hot Springs,AR,71913,34.5,-93.1
1869,Hot Springs Village,AR,71909,34.6,-93.1
1870,Houghton,MI,49931,47.1,-88.6
1871,Houghton Lake,MI,48629,44.3,-84.7
1872,Houlton,ME,4730,46.1,-67.8
1873,Houma,LA,70360,29.6,-90.8
1874,Houma,LA,70363,29.6,-90.7
1875,Houma,LA,70364,29.6,-90.7
1876,Houston,MO,65483,37.3,-92.0
1877,Houston,MS,38851,33.9,-89.0
1878,Houston,TX,77007,29.8,-95.4
1879,Houston,TX,77015,29.8,-95.2
1880,Houston,TX,77015,29.8,-95.2
1881,Houston,TX,77022,29.8,-95.4
1882,Houston,TX,77023,29.7,-95.3
1883,Houston,TX,77037,29.9,-95.4
1884,Houston,TX,77040,29.9,-95.5
1885,Houston,TX,77043,29.8,-95.6
1886,Houston,TX,77055,29.8,-95.5
1887,Houston,TX,77063,29.7,-95.5
1888,Houston,TX,77065,29.9,-95.6
1889,Houston,TX,77068,30.0,-95.5
1890,Houston,TX,77071,29.7,-95.5
1891,Houston,TX,77072,29.7,-95.6
1892,Houston,TX,77075,29.6,-95.2
1893,Houston,TX,77077,29.7,-95.6
1894,Houston,TX,77081,29.7,-95.5
1895,Houston,TX,77082,29.7,-95.6
1896,Houston,TX,77084,29.8,-95.6
1897,Houston,TX,77086,29.9,-95.5
1898,Houston,TX,77095,29.9,-95.7
1899,Houston,TX,77096,29.7,-95.5
1900,Houston,TX,77096,29.7,-95.5
1901,Houston,TX,77099,29.7,-95.6
1902,Howell,MI,48843,42.6,-83.9
1903,Howell,NJ,7731,40.1,-74.2
1904,Huber Heights,OH,45424,39.9,-84.1
1905,Hudson,FL,34667,28.3,-82.7
1906,Hudson,MA,1749,42.4,-71.6
1907,Hudson,NC,28638,35.9,-81.5
1908,Hudson,NH,3051,42.7,-71.4
1909,Hudson,NY,12534,42.3,-73.8
1910,Hudson,WI,54016,45.0,-92.7
1911,Hudson Oaks,TX,76087,32.8,-97.7
1912,Hueytown,AL,35023,33.5,-87.0
1913,Hugo,OK,74743,34.0,-95.5
1914,Humacao,PR,791,18.1,-65.8
1915,Humble,TX,77338,30.0,-95.3
1916,Humble,TX,77346,30.0,-95.2
1917,Humble,TX,77346,30.0,-95.2
1918,Humble,TX,77396,29.9,-95.3
1919,Humboldt,TN,38343,35.8,-88.9
1920,Huntersville,NC,28078,35.4,-80.8
1921,Huntingdon,PA,16652,40.5,-78.0
1922,Huntingdon,TN,38344,36.0,-88.4
1923,Huntington,IN,46750,40.9,-85.5
1924,Huntington,WV,25705,38.4,-82.4
1925,Huntington Beach,CA,92646,33.7,-118.0
1926,Huntington Beach,CA,92648,33.7,-118.0
1927,Huntley,IL,60142,42.2,-88.4
1928,Huntsville,AL,35801,34.7,-86.6
1929,Huntsville,AL,35802,34.6,-86.5
1930,Huntsville,AL,35803,34.6,-86.6
1931,Huntsville,AL,35805,34.7,-86.6
1932,Huntsville,AL,35806,34.7,-86.7
1933,Huntsville,AL,35810,34.8,-86.6
1934,Huntsville,AL,35810,34.8,-86.6
1935,Huntsville,AL,35811,34.8,-86.5
1936,Huntsville,AR,72740,36.1,-93.7
1937,Huntsville,TX,77340,30.7,-95.6
1938,Huron,SD,57350,44.3,-98.2
1939,Hurricane,UT,84737,37.2,-113.4
1940,Hurricane,WV,25526,38.4,-82.0
1941,Hurst,TX,76053,32.8,-97.2
1942,Hurst,TX,76054,32.8,-97.2
1943,Hutchinson,KS,67501,38.1,-97.9
1944,Hutchinson,MN,55350,44.9,-94.4
1945,Idabel,OK,74745,33.9,-94.8
1946,Idaho Falls,ID,83402,43.5,-112.1
1947,Independence,IA,50644,42.5,-91.9
1948,Independence,KS,67301,37.2,-95.7
1949,Independence,MO,64055,39.0,-94.4
1950,Independence,MO,64055,39.1,-94.4
1951,Indian Land,SC,29707,35.0,-80.8
1952,Indian Trail,NC,28079,35.1,-80.6
1953,Indiana,PA,15701,40.6,-79.2
1954,Indianapolis,IN,46203,39.7,-86.1
1955,Indianapolis,IN,46221,39.7,-86.3
1956,Indianapolis,IN,46224,39.8,-86.3
1957,Indianapolis,IN,46226,39.8,-86.0
1958,Indianapolis,IN,46226,39.9,-86.1
1959,Indianapolis,IN,46227,39.7,-86.1
1960,Indianapolis,IN,46227,39.7,-86.1
1961,Indianapolis,IN,46228,39.9,-86.2
1962,Indianapolis,IN,46229,39.8,-86.0
1963,Indianapolis,IN,46236,39.9,-86.0
1964,Indianapolis,IN,46240,39.9,-86.1
1965,Indianapolis,IN,46254,39.8,-86.2
1966,Indianapolis,IN,46268,39.9,-86.2
1967,Indianola,IA,50125,41.4,-93.6
1968,Indianola,MS,38751,33.5,-90.7
1969,Indio,CA,92203,33.7,-116.2
1970,Inver Grove Heights,MN,55076,44.8,-93.0
1971,Inverness,FL,34453,28.9,-82.4
1972,Iola,KS,66749,37.9,-95.4
1973,Ionia,MI,48846,42.9,-85.1
1974,Iowa City,IA,52246,41.6,-91.6
1975,Iowa Falls,IA,50126,42.5,-93.3
1976,Irmo,SC,29063,34.1,-81.2
1977,Iron Mountain,MI,49801,45.8,-88.0
1978,Ironwood,MI,49938,46.5,-90.1
1979,Irvine,CA,92606,33.7,-117.8
1980,Irvine,CA,92618,33.7,-117.7
1981,Irving,TX,75062,32.8,-97.0
1982,Irving,TX,75063,32.9,-97.0
1983,Isabela,PR,662,18.5,-67.0
1984,Island City,OR,97850,45.3,-118.1
1985,Islandia,NY,11749,40.8,-73.2
1986,Ithaca,NY,14850,42.4,-76.5
1987,Iuka,MS,38852,34.8,-88.2
1988,Jacksboro,TN,37757,36.3,-84.2
1989,Jackson,AL,36545,31.6,-87.9
1990,Jackson,CA,95642,38.4,-120.8
1991,Jackson,KY,41339,37.6,-83.4
1992,Jackson,MI,49202,42.2,-84.4
1993,Jackson,MO,63755,37.4,-89.6
1994,Jackson,MS,39204,32.3,-90.3
1995,Jackson,OH,45640,39.0,-82.6
1996,Jackson,TN,38301,35.6,-88.8
1997,Jackson,TN,38305,35.7,-88.9
1998,Jacksonville,AL,36265,33.8,-85.8
1999,Jacksonville,AR,72076,34.9,-92.1
2000,Jacksonville,FL,32205,30.3,-81.8
2001,Jacksonville,FL,32207,30.3,-81.6
2002,Jacksonville,FL,32210,30.3,-81.8
2003,Jacksonville,FL,32210,30.3,-81.8
2004,Jacksonville,FL,32216,30.3,-81.6
2005,Jacksonville,FL,32218,30.5,-81.7
2006,Jacksonville,FL,32218,30.5,-81.6
2007,Jacksonville,FL,32223,30.2,-81.6
2008,Jacksonville,FL,32224,30.3,-81.5
2009,Jacksonville,FL,32224,30.3,-81.5
2010,Jacksonville,FL,32225,30.3,-81.5
2011,Jacksonville,FL,32225,30.3,-81.5
2012,Jacksonville,FL,32244,30.2,-81.8
2013,Jacksonville,FL,32257,30.2,-81.6
2014,Jacksonville,FL,32258,30.2,-81.6
2015,Jacksonville,FL,32277,30.4,-81.6
2016,Jacksonville,IL,62650,39.7,-90.3
2017,Jacksonville,NC,28540,34.8,-77.5
2018,Jacksonville,NC,28546,34.8,-77.4
2019,Jacksonville,NC,28546,34.8,-77.4
2020,Jacksonville,TX,75766,32.0,-95.3
2021,Jamestown,ND,58401,46.9,-98.7
2022,Jamestown,TN,38556,36.4,-84.9
2023,Janesville,WI,53546,42.7,-89.0
2024,Jasper,AL,35501,33.8,-87.3
2025,Jasper,GA,30143,34.5,-84.5
2026,Jasper,IN,47546,38.4,-86.9
2027,Jasper,TX,75951,30.9,-94.0
2028,Jay,OK,74346,36.4,-94.8
2029,Jefferson,WI,53549,43.0,-88.8
2030,Jefferson City,MO,65101,38.5,-92.1
2031,Jefferson City,MO,65109,38.6,-92.2
2032,Jefferson City,TN,37760,36.1,-83.5
2033,Jeffersontown,KY,40299,38.2,-85.6
2034,Jena,LA,71342,31.7,-92.1
2035,Jenks,OK,74037,36.0,-96.0
2036,Jennings,LA,70546,30.2,-92.7
2037,Jerome,ID,83338,42.7,-114.5
2038,Jerseyville,IL,62052,39.1,-90.3
2039,Jesup,GA,31545,31.6,-81.9
2040,Johnsburg,IL,60050,42.4,-88.3
2041,Johnson City,NY,13790,42.1,-75.9
2042,Johnson City,TN,37604,36.3,-82.4
2043,Johnson City,TN,37604,36.4,-82.4
2044,Johnstown,PA,15904,40.3,-78.8
2045,Joliet,IL,60435,41.5,-88.1
2046,Jonesboro,AR,72401,35.8,-90.7
2047,Jonesboro,AR,72401,35.8,-90.7
2048,Jonesboro,AR,72404,35.8,-90.7
2049,Jonesboro,AR,72404,35.8,-90.7
2050,Jonesboro,LA,71251,32.2,-92.7
2051,Jonesville,MI,49250,42.0,-84.7
2052,Jonesville,VA,24263,36.7,-83.1
2053,Joplin,MO,64801,37.1,-94.5
2054,Joplin,MO,64801,37.1,-94.5
2055,Joplin,MO,64801,37.1,-94.5
2056,Joplin,MO,64804,37.1,-94.5
2057,Joplin,MO,64804,37.1,-94.5
2058,Junction City,KS,66441,39.0,-96.9
2059,Junction City,KS,66441,39.0,-96.8
2060,Jupiter,FL,33458,26.9,-80.1
2061,Jurupa Valley,CA,92509,34.0,-117.5
2062,Kahului,HI,96732,20.9,-156.5
2063,Kailua Kona,HI,96740,19.6,-156.0
2064,Kalamazoo,MI,49009,42.3,-85.7
2065,Kalamazoo,MI,49048,42.3,-85.5
2066,Kalispell,MT,59901,48.2,-114.3
2067,Kankakee,IL,60901,41.1,-87.9
2068,Kannapolis,NC,28083,35.5,-80.6
2069,Kansas City,KS,66106,39.1,-94.7
2070,Kansas City,KS,66109,39.1,-94.8
2071,Kansas City,MO,64119,39.2,-94.5
2072,Kansas City,MO,64133,39.0,-94.4
2073,Kansas City,MO,64145,38.9,-94.6
2074,Kansas City,MO,64154,39.3,-94.7
2075,Kansas City,MO,64158,39.2,-94.5
2076,Kapolei,HI,96707,21.3,-158.1
2077,Katy,TX,77449,29.8,-95.7
2078,Katy,TX,77449,29.8,-95.8
2079,Katy,TX,77449,29.9,-95.7
2080,Katy,TX,77450,29.8,-95.7
2081,Katy,TX,77494,29.7,-95.8
2082,Katy,TX,77494,29.8,-95.8
2083,Kaufman,TX,75142,32.6,-96.3
2084,Kearney,NE,68847,40.7,-99.1
2085,Kearny,NJ,7032,40.7,-74.1
2086,Keene,NH,3431,42.9,-72.3
2087,Keller,TX,76248,32.9,-97.2
2088,Kemah,TX,77565,29.5,-95.0
2089,Kenai,AK,99611,60.6,-151.2
2090,Kendallville,IN,46755,41.4,-85.2
2091,Kenedy,TX,78119,28.8,-97.9
2092,Kenner,LA,70065,30.0,-90.2
2093,Kenner,LA,70065,30.0,-90.3
2094,Kennesaw,GA,30152,34.0,-84.7
2095,Kennett,MO,63857,36.2,-90.0
2096,Kennett Square,PA,19348,39.9,-75.7
2097,Kennewick,WA,99337,46.2,-119.2
2098,Kenosha,WI,53144,42.6,-87.9
2099,Kent,OH,44240,41.1,-81.4
2100,Kenton,OH,43326,40.7,-83.6
2101,Keokuk,IA,52632,40.4,-91.4
2102,Kerman,CA,93630,36.7,-120.0
2103,Kernersville,NC,27284,36.1,-80.1
2104,Kernersville,NC,27284,36.1,-80.1
2105,Kerrville,TX,78028,30.1,-99.2
2106,Ketchikan,AK,99901,55.4,-131.7
2107,Kewanee,IL,61443,41.2,-89.9
2108,Keyser,WV,26726,39.4,-79.0
